title,runtime,release_year
broken,91.0,2012
the family tree,87.0,2011
"je, tu, il, elle",86.0,1976
cinderella ii: dreams come true,74.0,2002
dark horse,84.0,2011
black roses,90.0,1988
6 days to air: the making of south park,42.0,2011
funeral parade of roses,104.0,1969
doomsday book,113.0,2012
premium rush,91.0,2012
letter never sent,97.0,1960
lonesome,69.0,1928
evil toons,90.0,1992
from the life of the marionettes,104.0,1980
the odd life of timothy green,105.0,2012
lawless,115.0,2012
chameleon,108.0,2008
piranha 3dd,83.0,2012
man is not a bird,72.0,1965
atm,90.0,2012
the wave,44.0,1981
sleepwalk with me,81.0,2012
dara o briain talks funny: live in london,96.0,2008
prime suspect 3,207.0,1993
prime suspect: inner circles,102.0,1995
nocturne 29,86.0,1968
american mullet,0.0,2001
prime suspect: the final act,182.0,2006
searching for sugar man,85.0,2012
the possession,92.0,2012
6 bullets,115.0,2012
the dinosaur project,83.0,2012
little white lies,154.0,2010
the manzanar fishing club,0.0,2012
the apparition,82.0,2012
dreams of a life,95.0,2011
life for sale,82.0,2011
to mars by a-bomb: the secret history of project orion,60.0,2003
prime suspect 6: the last witness,195.0,2004
prime suspect: the lost child,101.0,1995
the zero years,123.0,2005
bigfoot lives,81.0,2007
conception,77.0,2011
do we really need the moon?,0.0,2011
french film,87.0,2008
the backwoods,97.0,2006
la californie,,2006
the great northfield minnesota raid,91.0,1972
the mikado,130.0,1987
the model couple,101.0,1977
paradise lost 3: purgatory,121.0,2011
bachelorette,87.0,2012
the words,96.0,2012
teddy bear,92.0,2012
soldier in the rain,88.0,1963
for my father,100.0,2008
the moment of truth,110.0,1965
mr. freedom,95.0,1969
la dama boba,0.0,2006
pitch perfect,112.0,2012
the cold light of day,93.0,2012
hello i must be going,95.0,2012
flowing,117.0,1956
branded,106.0,2012
the wild wild west revisited,96.0,1979
icon,166.0,2005
the sugar curtain,90.0,2005
samsara,102.0,2011
runaway brain,10.0,1995
looper,118.0,2012
compliance,90.0,2012
thy womb,100.0,2012
that's my boy,116.0,2012
arthur and the revenge of maltazard,93.0,2009
deathstalker,80.0,1983
deathstalker ii,85.0,1987
emergo,80.0,2011
klitschko,118.0,2011
kinyarwanda,100.0,2011
nobody's children,105.0,1951
patriotism,30.0,1966
les hautes solitudes,80.0,1974
vampir-cuadecuc,67.0,1971
robot & frank,85.0,2012
the punk syndrome,85.0,2012
where do we go now?,110.0,2011
ai weiwei: never sorry,91.0,2012
stag night,84.0,2008
hollywood sex wars,98.0,2011
the age of the medici,255.0,1972
something ventured,84.0,2011
jesus henry christ,92.0,2012
pirates of the great salt lake,86.0,2006
resident evil: retribution,95.0,2012
trouble with the curve,111.0,2012
"walk softly, stranger",81.0,1950
360,110.0,2012
close,84.0,2004
straight shooting,71.0,1917
employees' entrance,75.0,1933
the pearls of the crown,105.0,1937
suicide club,96.0,2010
under african skies,102.0,2012
lola versus,87.0,2012
the master,137.0,2012
more wild wild west,94.0,1980
"john huston: the man, the movies, the maverick",126.0,1989
dredd,95.0,2012
we live again,85.0,1934
247°f,90.0,2011
arbitrage,100.0,2012
blue like jazz,106.0,2012
manual of love 2,120.0,2007
the friends at the margherita cafe,90.0,2009
play girl,77.0,1941
detropia,93.0,2012
the liquidator,94.0,2011
the chemical brothers: don't think,165.0,2012
pearls of the deep,105.0,1966
the perfect murder,93.0,1988
the hamburg syndrome,117.0,1979
kismet,103.0,1955
chromeskull: laid to rest 2,93.0,2011
rain over santiago,112.0,1975
puckoon,82.0,2002
dolan's cadillac,81.0,2009
a pig's tale,94.0,1996
nobody knows anybody,105.0,1999
breathless,91.0,2012
blood money,106.0,2012
end of watch,109.0,2012
"high, wide, and handsome",110.0,1937
v/h/s,116.0,2012
boxing gym,91.0,2010
everyone,90.0,2004
the perks of being a wallflower,102.0,2012
the hunt,115.0,2012
holy motors,115.0,2012
knuckleball!,93.0,2012
either way,84.0,2011
the hunter,90.0,2010
behind the burly q,97.0,2010
two rabbits,108.0,2012
sparkle,116.0,2012
guilty hearts,180.0,2006
thin ice,93.0,2011
red lights,119.0,2012
the rocky saga: going the distance,120.0,2011
taken 2,91.0,2012
the paperboy,107.0,2012
sam peckinpah: man of iron,90.0,1993
shut up and play the hits,105.0,2012
the private life of don juan,89.0,1934
quadrille,95.0,1938
one nine nine four,90.0,2009
bleach the movie: fade to black,94.0,2008
the making of a legend: gone with the wind,124.0,1988
in passing,75.0,2011
the crush,49.0,1967
nanayo,90.0,2008
road north,110.0,2012
a royal affair,137.0,2012
house at the end of the street,101.0,2012
attack of the 50 foot cheerleader,83.0,2012
erotic nights of the living dead,112.0,1980
2-headed shark attack,90.0,2012
"hard, fast and beautiful",78.0,1951
the newest pledge,85.0,2012
despair,119.0,1978
my left eye sees ghosts,97.0,2002
2016: obama's america,87.0,2012
a happy event,107.0,2011
love lasts three years,98.0,2011
volcano,95.0,2011
presumed guilty,102.0,2011
surviving progress,86.0,2011
doughboys,79.0,1930
tobor the great,77.0,1954
lightnin',104.0,1925
the tall man,106.0,2012
laurence anyways,168.0,2012
the magic of belle isle,109.0,2012
the lie,80.0,2011
the painted veil,85.0,1934
lol,97.0,2012
stormy waters,91.0,1941
a report on the party and the guests,70.0,1966
the sapphires,103.0,2012
that certain summer,73.0,1972
something from nothing: the art of rap,106.0,2012
just add water,95.0,2008
the return of the prodigal son,98.0,1967
hood of the living dead,0.0,2005
rust and bone,123.0,2012
upstream,60.0,1927
genocide,84.0,1968
"goke, body snatcher from hell",84.0,1968
the living skeleton,81.0,1968
madonna of the seven moons,110.0,1945
the man in grey,116.0,1943
ishaqzaade,132.0,2012
evil bong,86.0,2006
here comes the devil,97.0,2012
7 below,90.0,2012
kon-tiki,118.0,2012
katy perry: part of me,93.0,2012
broadway,105.0,1929
viy,77.0,1967
the rise of catherine the great,95.0,1934
roseland,104.0,1977
the rusty knife,90.0,1958
glorious technicolor,60.0,1998
ingmar bergman on life and work,90.0,1998
lon chaney: a thousand faces,85.0,2000
el tren de la memoria,85.0,2005
the film parade,0.0,1933
rules of single life,0.0,2011
tank on the moon,0.0,2007
a safe place,94.0,1971
urbanized,85.0,2011
waco: a new revelation,0.0,1999
the cool ones,95.0,1967
blood of dracula,68.0,1957
i'm king kong!: the exploits of merian c. cooper,57.0,2005
elia kazan: a director's journey,75.0,1995
the john garfield story,58.0,2003
not here to be loved,93.0,2005
california solo,93.0,2012
shameless,98.0,2010
the marshal of finland,43.0,2012
marley,144.0,2012
frankenweenie,87.0,2012
his name was jason: 30 years of friday the 13th,90.0,2009
colin quinn: long story short,83.0,2011
mother,135.0,1992
when heroes lie,119.0,2012
sinister,110.0,2012
fearful symmetry,90.0,1998
louise brooks: looking for lulu,60.0,1998
the thing: terror takes shape,83.0,1998
shottas,95.0,2002
sapphire,92.0,1959
passion play,94.0,2010
virginia,111.0,2010
hotel transylvania,91.0,2012
our city dreams,85.0,2008
side by side,99.0,2012
a good old fashioned orgy,95.0,2011
inside: 'dr. strangelove or: how i learned to stop worrying and love the bomb',45.0,2000
shadowing the third man,95.0,2004
making 'do the right thing',60.0,1989
the young and the dead,0.0,2000
daleks' invasion earth: 2150 a.d.,81.0,1966
fat kid rules the world,98.0,2012
charlie chan in egypt,73.0,1935
charlie chan in london,79.0,1934
coupe de ville,99.0,1990
shakespeare wallah,120.0,1965
love in the time of hysteria,94.0,1991
we are from the future,116.0,2008
creature from the haunted sea,63.0,1961
take aim at the police van,79.0,1960
the screaming skull,68.0,1958
björk: volumen,64.0,1999
madame tutli-putli,17.0,2007
argo,120.0,2012
seven psychopaths,110.0,2012
nobody walks,83.0,2012
butter,90.0,2011
atlas shrugged part ii,112.0,2012
ill manors,121.0,2012
liberal arts,97.0,2012
"ator, the fighting eagle",98.0,1982
the tattooed widow,0.0,1998
portrait in black,112.0,1960
vivien leigh: scarlett and beyond,0.0,1990
under the boardwalk: the monopoly story,88.0,2011
arachnoquake,86.0,2012
choking man,85.0,2006
"farewell, my queen",100.0,2012
marley & me: the puppy years,86.0,2011
the house i live in,110.0,2012
west of memphis,150.0,2012
boogie man: the lee atwater story,86.0,2008
thermae romae,108.0,2012
michael,96.0,2011
kings of pastry,87.0,2009
the reluctant saint,105.0,1962
the gorilla,68.0,1939
hoodwinked too! hood vs. evil,86.0,2011
thirst for love,105.0,1967
drones,96.0,2010
catch.44,93.0,2011
the return of frank cannon,96.0,1980
the sound of fury,85.0,1950
the letter,92.0,2012
three resurrected drunkards,80.0,1968
tormento,87.0,1950
les visiteurs du soir,120.0,1942
ingmar bergman makes a movie,146.0,1963
eastwood on eastwood,68.0,1997
the ernest film festival,55.0,1986
the secret life of zoey,92.0,2002
moebius redux: a life in pictures,68.0,2007
tony,76.0,2010
dive!,53.0,2010
the clink of ice,87.0,2010
the warped ones,75.0,1960
16 to life,118.0,2009
how to survive a plague,120.0,2012
[rec]³ genesis,80.0,2012
four sons,89.0,1940
gangs of wasseypur,320.0,2012
greystone park,79.0,2012
last ride,101.0,2009
girl in progress,93.0,2012
astérix and obélix: god save britannia,110.0,2012
lightning strikes twice,91.0,1951
my forbidden past,70.0,1951
56 up,144.0,2012
king leopold's ghost,0.0,2006
around the world,80.0,1943
turkish passion,112.0,1994
un dimanche à kigali,118.0,2006
we are legion: the story of the hacktivists,93.0,2012
the barrens,97.0,2012
transit,88.0,2012
love me no more,85.0,2008
paranormal activity 4,95.0,2012
you are god,110.0,2012
where the boys are '84,94.0,1984
skyscraper,90.0,2011
tai chi zero,100.0,2012
the white angel,100.0,1955
the x from outer space,89.0,1967
the babymakers,98.0,2012
rosewood lane,97.0,2011
the glamorous life of sachiko hanai,90.0,2003
the strange case of the end of civilization as we know it,56.0,1977
a feast at midnight,105.0,1994
tom & thomas,110.0,2002
"3, 2, 1... frankie go boom",89.0,2012
alex cross,101.0,2012
the ambassador,93.0,2011
cloud atlas,172.0,2012
"luck, trust & ketchup: robert altman in carver country",90.0,1993
hellboy: the seeds of creation,143.0,2004
budd boetticher: a man can do that,86.0,2005
rx (simple lies),89.0,2005
terry pratchett: choosing to die,58.0,2011
regeneration,81.0,2010
free men,99.0,2011
the girl,91.0,2012
this ain’t california,90.0,2012
steve jobs: the lost interview,70.0,2012
rolling,90.0,2007
silent hill: revelation 3d,94.0,2012
warren oates: across the border,54.0,1993
step up love story,120.0,2000
graduation day,96.0,1981
april fool's day,91.0,2008
holiday affair,87.0,1949
like dandelion dust,100.0,2009
men do what men can,108.0,2012
stockholm east,95.0,2011
the woman who dreamed of a man,100.0,2010
beware the moon: remembering 'an american werewolf in london',98.0,2009
pumping iron ii: the women,107.0,1985
witness to murder,83.0,1954
the busher,55.0,1919
the piano in a factory,107.0,2011
the patience stone,98.0,2012
hamoun,120.0,1990
chasing mavericks,117.0,2012
craigslist joe,90.0,2012
here comes the boom,105.0,2012
the men who made the movies: samuel fuller,60.0,2002
search for the beast,82.0,1997
victor seastrom,65.0,1981
night of the running man,93.0,1995
hitman's run,93.0,1999
mental,116.0,2012
killing them softly,97.0,2012
the imposter,95.0,2012
the other dream team,89.0,2012
the sessions,98.0,2012
living with the fosters,113.0,2002
lana turner... a daughter's memoir,86.0,2001
making the earth stand still,70.0,1995
remember the day,86.0,1941
a child is waiting,102.0,1963
salvage,79.0,2010
submarine x-1,89.0,1969
rid of me,0.0,2011
what richard did,87.0,2012
kounterfeit,90.0,1996
watch the shadows dance,87.0,1987
smashed,85.0,2012
splinterheads,94.0,2009
the babysitters,88.0,2007
the juche idea,62.0,2008
wreck-it ralph,108.0,2012
lookin' to get out,105.0,1982
diplomatic siege,90.0,1999
silver linings playbook,122.0,2012
flight,138.0,2012
five broken cameras,90.0,2011
anna karenina,130.0,2012
life of pi,127.0,2012
the saint in london,72.0,1939
the day,85.0,2011
two days in april,90.0,2007
the man with the iron fists,96.0,2012
back to stay,95.0,2011
gable: the king remembered,65.0,1975
excision,81.0,2012
the other son,105.0,2012
bait,93.0,2012
gallowwalkers,90.0,2012
rosencrantz and guildenstern are undead,89.0,2009
mother knows best,96.0,1997
wake in fright,114.0,1971
won't back down,121.0,2012
the bay,84.0,2012
union square,80.0,2011
the hypnotist,121.0,2012
student of the year,145.0,2012
"madrid, 1987",104.0,2011
single white female 2: the psycho,93.0,2005
one man's fate,93.0,1940
the details,96.0,2012
jack & diane,110.0,2012
a late quartet,105.0,2012
vexille,109.0,2007
sleepless night,98.0,2011
the age of innocence,81.0,1934
atomic twister,85.0,2002
bear with me,96.0,2000
children of the living dead,90.0,2001
the lady,135.0,2011
the rutles 2: can't buy me lunch,56.0,2002
fate of a man,103.0,1959
all about actresses,105.0,2009
goal! iii : taking on the world,91.0,2009
stolen,96.0,2012
amour,127.0,2012
something's gonna live,80.0,2012
himizu,129.0,2011
brooklyn castle,101.0,2012
the well digger's daughter,107.0,2011
the ambush: incident at blood pass,117.0,1970
jiang hu,85.0,2004
i accuse,0.0,2003
death weekend,87.0,1976
h.p. lovecraft's the tomb,81.0,2007
jackass 3.5,85.0,2011
labor pains,89.0,2009
cockneys vs zombies,88.0,2012
28 hotel rooms,82.0,2012
citadel,85.0,2012
dangerous liaisons,110.0,2012
blood tide,82.0,1982
the scorpion king 3: battle for redemption,106.0,2012
wishmaster 2: evil never dies,96.0,1999
indie game: the movie,96.0,2012
"batman: the dark knight returns, part 1",76.0,2012
capital,114.0,2012
beloved berlin wall,103.0,2009
meet monica velour,98.0,2010
thurgood,105.0,2011
the conscientious objector,101.0,2004
kill me please,95.0,2010
lincoln,149.0,2012
nature calls,79.0,2012
babbitt,74.0,1934
in their sleep,79.0,2010
requiem for a killer,91.0,2011
la bohème,95.0,1926
the caine mutiny court-martial,100.0,1988
vamps,93.0,2012
cash on demand,84.0,1961
the naughty room,0.0,2012
the moth diaries,85.0,2011
joe + belle,80.0,2011
the invisible war,93.0,2012
omg: oh my god!,125.0,2012
the strawberry statement,109.0,1970
the twilight saga: breaking dawn - part 2,115.0,2012
shakespeare high,81.0,2012
the circle,66.0,1925
a holiday engagement,92.0,2011
the tiger brigades,125.0,2006
the year 01,90.0,1973
walter,70.0,1982
10 years,100.0,2011
price check,92.0,2012
red dawn,93.0,2012
starry starry night,99.0,2011
rise of the guardians,97.0,2012
the seafarers,29.0,1953
the counterfeiters of paris,98.0,1961
kabei: our mother,133.0,2008
samurai banners,165.0,1969
murder on flight 502,97.0,1975
amor?,0.0,2011
the last trapper,94.0,2004
le poulpe,0.0,1998
locked out,78.0,2006
a fantastic fear of everything,100.0,2012
fire over england,92.0,1937
fog over frisco,68.0,1934
ten seconds to hell,93.0,1959
storage 24,87.0,2012
tokio baby,0.0,2010
deadfall,95.0,2012
skirt day,88.0,2008
so big!,81.0,1932
the singing marine,105.0,1937
the great diamond robbery,70.0,1954
two sisters from boston,112.0,1946
the quare fellow,85.0,1962
chronicle of my mother,119.0,2011
"moral tales, filmic issues",84.0,2006
97 percent true,51.0,2008
les modèles de 'pickpocket',52.0,2004
the confession,114.0,1999
lovely to look at,103.0,1952
excuse my dust,82.0,1951
watch the birdie,71.0,1950
putin’s kiss,85.0,2011
journey to saturn,90.0,2008
byzantium,118.0,2012
buzzkill,90.0,2012
the perfect family,84.0,2011
halo 4: forward unto dawn,92.0,2012
step up revolution,99.0,2012
the yellow cab man,85.0,1950
four more years,87.0,2010
hellraiser: revelations,75.0,2011
welcome to sherwood! the story of 'the adventures of robin hood',56.0,2003
jungle de ikou,86.0,1997
making 'the new world',82.0,2006
the lost missile,70.0,1958
nightmare man,89.0,2006
cry wolf,83.0,1947
imaginaerum,80.0,2012
hold up,90.0,2010
tarda estate,,2010
raw deal: a question of consent,90.0,2001
budd boetticher: an american original,51.0,2005
the footprints of a spirit,45.0,1998
james dean remembered,67.0,1974
our town,120.0,2003
bed of roses,67.0,1933
division iii: football's finest,98.0,2011
rebecca of sunnybrook farm,80.0,1938
mark twain,212.0,2002
dmt: the spirit molecule,75.0,2010
mac & devin go to high school,75.0,2012
a burning hot summer,95.0,2011
a kiss for corliss,88.0,1949
adventure in baltimore,89.0,1949
baby take a bow,76.0,1934
the tempest,123.0,1980
new fist of fury,114.0,1976
the killer meteors,104.0,1976
shaolin wooden men,97.0,1976
the 36 crazy fists,90.0,1977
the sleeping car murder,95.0,1965
let's not get angry,100.0,1966
hothead,89.0,1979
poolboy - drowning out the fury,90.0,2011
the poll diaries,129.0,2010
aftermath,107.0,2012
paperman,7.0,2012
to kill with intrigue,106.0,1977
magnificent bodyguards,101.0,1978
fearless hyena,92.0,1979
dragon fist,76.0,1979
half a loaf of kung fu,97.0,1978
we should not exist,0.0,2006
erreur de la banque en votre faveur,98.0,2009
kirikou and the wild beasts,75.0,2005
the statue of liberty,60.0,1985
slingshot,90.0,2005
brooklyn bridge,58.0,1982
arcade,85.0,1993
jude the obscure,300.0,1971
paramore: the final riot!,70.0,2008
bad ass,90.0,2012
nativity!,105.0,2009
a christmas story 2,86.0,2012
elevator girl,90.0,2010
fantasy mission force,90.0,1983
fearless hyena part ii,92.0,1983
